id_user,asistencia_webinars,clicks_bolsa_trabajo,situacion_laboral,clicks_marketing,profesion,recencia_interaccion,cliente_antiguo,ubicacion_region,tipo_entidad_interes,estado_postulacion_historica,compro_curso
HIST-1197,0,19,sector_privado,nula,Medico,170,0,Lima,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-1198,1,9,sector_publico,alta,Profesor,52,1,Piura,Municipalidades,Otro,0
HIST-1199,1,5,sector_publico,media,Administrador,95,0,Callao,Otro,Postulante frecuente,0
HIST-1200,9,5,independiente,alta,Otro,44,1,Arequipa,Organismos Autónomos,Finalista/Seleccionado,1
HIST-1201,0,19,sector_publico,nula,Ingeniero,130,0,Piura,Organismos Autónomos,Finalista/Seleccionado,0
HIST-1202,5,1,independiente,media,Ingeniero,169,0,Cusco,Ministerios/Poder Ejecutivo,Otro,0
HIST-1203,6,6,sector_publico,nula,Contador,127,0,Piura,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1204,5,1,sector_publico,nula,Economista,25,0,Otro,Ministerios/Poder Ejecutivo,Otro,0
HIST-1205,6,0,sector_privado,media,Profesor,2,0,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1206,6,3,sector_publico,media,Abogado,32,1,Callao,Gobierno Regional,Solo visualizador,1
HIST-1207,4,17,sector_privado,media,Ingeniero,75,1,Callao,Municipalidades,Solo visualizador,1
HIST-1208,5,12,independiente,alta,Economista,107,0,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1209,2,14,sector_publico,alta,Otro,126,1,Cusco,Gobierno Regional,Solo visualizador,0
HIST-1210,9,5,sector_privado,alta,Otro,18,0,Arequipa,Organismos Autónomos,Postulante frecuente,0
HIST-1211,10,19,independiente,nula,Contador,171,1,Callao,Municipalidades,Otro,1
HIST-1212,5,7,sector_privado,media,Contador,53,1,Lima,Gobierno Regional,Solo visualizador,1
HIST-1213,2,4,sector_privado,media,Profesor,112,0,Cusco,Gobierno Regional,Otro,0
HIST-1214,3,14,sector_privado,nula,Contador,175,0,Cusco,Otro,Solo visualizador,1
HIST-1215,0,1,sector_privado,media,Otro,12,0,Cusco,Ministerios/Poder Ejecutivo,Otro,0
HIST-1216,8,16,independiente,alta,Ingeniero,136,0,Arequipa,Otro,Postulante frecuente,1
HIST-1217,4,14,sector_privado,alta,Ingeniero,95,1,Arequipa,Municipalidades,Postulante frecuente,1
HIST-1218,2,8,sector_privado,nula,Economista,153,1,Otro,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-1219,0,17,sector_privado,media,Otro,146,1,Callao,Gobierno Regional,Solo visualizador,0
HIST-1220,2,15,sector_privado,media,Ingeniero,172,0,Piura,Gobierno Regional,Postulante frecuente,0
HIST-1221,7,13,sector_publico,alta,Abogado,49,0,Cusco,Organismos Autónomos,Otro,1
HIST-1222,2,5,sector_privado,media,Abogado,15,1,Otro,Gobierno Regional,Finalista/Seleccionado,0
HIST-1223,0,15,sector_privado,media,Profesor,121,0,Arequipa,Gobierno Regional,Postulante frecuente,0
HIST-1224,2,17,sector_privado,alta,Contador,114,1,Otro,Gobierno Regional,Finalista/Seleccionado,0
HIST-1225,7,14,sector_privado,nula,Profesor,87,0,Lima,Otro,Postulante frecuente,1
HIST-1226,9,6,sector_privado,media,Administrador,8,1,Callao,Municipalidades,Finalista/Seleccionado,1
HIST-1227,1,16,independiente,media,Economista,49,1,Cusco,Otro,Otro,0
HIST-1228,2,11,independiente,nula,Abogado,71,0,Callao,Organismos Autónomos,Finalista/Seleccionado,0
HIST-1229,5,6,sector_publico,nula,Ingeniero,176,1,Piura,Ministerios/Poder Ejecutivo,Otro,1
HIST-1230,9,3,sector_privado,alta,Ingeniero,167,1,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1231,9,7,sector_privado,media,Arquitecto,113,0,Otro,Municipalidades,Postulante frecuente,1
HIST-1232,8,10,sector_privado,nula,Medico,106,0,Piura,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-1233,3,16,sector_privado,media,Medico,174,0,Arequipa,Organismos Autónomos,Otro,0
HIST-1234,0,10,independiente,media,Abogado,118,0,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,0
HIST-1235,7,17,sector_privado,alta,Otro,134,0,Piura,Gobierno Regional,Solo visualizador,0
HIST-1236,9,11,sector_privado,media,Arquitecto,96,0,Piura,Municipalidades,Solo visualizador,1
HIST-1237,0,7,independiente,nula,Abogado,130,0,Cusco,Municipalidades,Otro,0
HIST-1238,10,19,independiente,alta,Medico,85,0,Arequipa,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1239,9,10,sector_publico,media,Ingeniero,26,1,Callao,Organismos Autónomos,Solo visualizador,1
HIST-1240,3,2,sector_publico,nula,Economista,164,0,Arequipa,Municipalidades,Otro,0
HIST-1241,4,2,sector_publico,media,Otro,81,0,Piura,Otro,Otro,1
HIST-1242,7,6,sector_publico,media,Contador,12,1,Arequipa,Gobierno Regional,Finalista/Seleccionado,1
HIST-1243,7,19,independiente,nula,Medico,179,1,Callao,Organismos Autónomos,Solo visualizador,1
HIST-1244,4,0,sector_privado,nula,Economista,179,0,Cusco,Otro,Otro,0
HIST-1245,8,3,sector_publico,media,Arquitecto,45,0,Lima,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1246,3,2,sector_publico,alta,Contador,125,0,Arequipa,Organismos Autónomos,Solo visualizador,0
HIST-1247,10,15,independiente,alta,Arquitecto,19,1,Callao,Municipalidades,Finalista/Seleccionado,1
HIST-1248,10,19,independiente,alta,Ingeniero,68,0,Arequipa,Municipalidades,Otro,1
HIST-1249,10,3,sector_privado,media,Administrador,165,1,Lima,Gobierno Regional,Postulante frecuente,1
HIST-1250,6,8,sector_publico,alta,Economista,53,0,Piura,Otro,Postulante frecuente,1
HIST-1251,7,0,sector_publico,alta,Administrador,116,0,Otro,Otro,Otro,0
HIST-1252,3,19,sector_privado,alta,Otro,16,0,Arequipa,Otro,Postulante frecuente,1
HIST-1253,3,16,independiente,nula,Economista,33,1,Cusco,Municipalidades,Postulante frecuente,1
HIST-1254,5,10,sector_privado,nula,Contador,149,1,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1255,2,11,sector_publico,nula,Arquitecto,71,1,Lima,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-1256,6,12,sector_publico,media,Arquitecto,175,0,Otro,Organismos Autónomos,Otro,1
HIST-1257,8,13,independiente,alta,Administrador,118,0,Lima,Gobierno Regional,Postulante frecuente,1
HIST-1258,0,20,sector_privado,nula,Ingeniero,49,0,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1259,2,14,sector_publico,nula,Abogado,163,1,Otro,Organismos Autónomos,Solo visualizador,0
HIST-1260,0,1,sector_publico,media,Ingeniero,64,1,Callao,Municipalidades,Finalista/Seleccionado,0
HIST-1261,1,20,sector_privado,nula,Ingeniero,178,0,Otro,Gobierno Regional,Finalista/Seleccionado,0
HIST-1262,3,10,sector_publico,alta,Contador,140,0,Otro,Gobierno Regional,Otro,1
HIST-1263,8,13,independiente,alta,Medico,110,0,Piura,Organismos Autónomos,Solo visualizador,0
HIST-1264,8,0,independiente,nula,Economista,113,0,Lima,Organismos Autónomos,Otro,0
HIST-1265,4,0,independiente,media,Contador,4,0,Cusco,Ministerios/Poder Ejecutivo,Otro,1
HIST-1266,9,7,sector_privado,nula,Ingeniero,38,1,Callao,Gobierno Regional,Postulante frecuente,1
HIST-1267,10,15,sector_publico,alta,Ingeniero,144,1,Otro,Ministerios/Poder Ejecutivo,Otro,1
HIST-1268,8,3,sector_publico,media,Medico,27,1,Lima,Ministerios/Poder Ejecutivo,Otro,1
HIST-1269,5,20,sector_publico,media,Abogado,79,1,Otro,Municipalidades,Postulante frecuente,1
HIST-1270,10,20,sector_privado,media,Otro,6,1,Arequipa,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1271,4,2,sector_privado,alta,Administrador,146,0,Callao,Gobierno Regional,Otro,0
HIST-1272,2,8,sector_publico,media,Medico,84,0,Arequipa,Otro,Postulante frecuente,0
HIST-1273,10,13,sector_privado,media,Otro,68,0,Arequipa,Ministerios/Poder Ejecutivo,Otro,0
HIST-1274,6,5,sector_privado,alta,Administrador,177,0,Lima,Organismos Autónomos,Otro,0
HIST-1275,6,6,independiente,media,Otro,0,0,Otro,Otro,Otro,1
HIST-1276,3,4,sector_publico,alta,Administrador,31,1,Cusco,Municipalidades,Finalista/Seleccionado,1
HIST-1277,7,15,sector_privado,media,Profesor,125,1,Callao,Municipalidades,Finalista/Seleccionado,1
HIST-1278,2,8,independiente,nula,Abogado,179,0,Otro,Otro,Otro,0
HIST-1279,0,13,sector_privado,media,Contador,86,0,Cusco,Municipalidades,Solo visualizador,0
HIST-1280,8,16,sector_privado,nula,Otro,108,0,Lima,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-1281,4,0,sector_privado,nula,Profesor,148,1,Callao,Otro,Otro,1
HIST-1282,0,10,sector_privado,alta,Otro,107,1,Callao,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-1283,5,9,sector_publico,nula,Medico,174,0,Callao,Municipalidades,Finalista/Seleccionado,1
HIST-1284,1,20,sector_privado,alta,Arquitecto,131,0,Cusco,Organismos Autónomos,Otro,0
HIST-1285,9,19,sector_privado,media,Arquitecto,54,0,Otro,Municipalidades,Postulante frecuente,1
HIST-1286,0,16,sector_publico,alta,Arquitecto,13,1,Lima,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1287,0,12,sector_publico,alta,Abogado,38,1,Cusco,Otro,Otro,0
HIST-1288,1,5,sector_privado,nula,Otro,21,1,Callao,Otro,Solo visualizador,0
HIST-1289,8,1,independiente,nula,Abogado,74,0,Piura,Otro,Solo visualizador,0
HIST-1290,7,11,sector_publico,media,Ingeniero,77,0,Cusco,Otro,Postulante frecuente,1
HIST-1291,6,17,independiente,alta,Otro,163,0,Callao,Ministerios/Poder Ejecutivo,Otro,0
HIST-1292,1,2,independiente,nula,Abogado,3,1,Callao,Municipalidades,Finalista/Seleccionado,0
HIST-1293,3,12,sector_publico,media,Ingeniero,101,0,Lima,Organismos Autónomos,Finalista/Seleccionado,1
HIST-1294,6,18,sector_publico,media,Contador,149,1,Piura,Gobierno Regional,Otro,1
HIST-1295,6,17,sector_privado,nula,Ingeniero,54,1,Callao,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1296,0,12,independiente,alta,Arquitecto,88,1,Piura,Otro,Otro,0
HIST-1297,2,12,independiente,nula,Profesor,156,1,Cusco,Gobierno Regional,Solo visualizador,0
HIST-1298,8,16,sector_privado,alta,Medico,3,1,Otro,Otro,Postulante frecuente,1
HIST-1299,5,1,independiente,media,Otro,2,0,Cusco,Otro,Postulante frecuente,1
HIST-1300,8,11,sector_privado,media,Abogado,176,1,Lima,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1301,9,1,independiente,media,Ingeniero,123,1,Lima,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1302,7,2,independiente,alta,Economista,146,0,Cusco,Gobierno Regional,Postulante frecuente,0
HIST-1303,4,18,independiente,media,Ingeniero,139,0,Callao,Otro,Solo visualizador,0
HIST-1304,10,3,independiente,nula,Ingeniero,157,0,Piura,Gobierno Regional,Otro,0
HIST-1305,3,5,sector_privado,alta,Ingeniero,31,1,Lima,Organismos Autónomos,Otro,1
HIST-1306,0,20,independiente,alta,Arquitecto,168,1,Cusco,Municipalidades,Finalista/Seleccionado,0
HIST-1307,3,0,sector_publico,alta,Profesor,10,0,Callao,Gobierno Regional,Solo visualizador,1
HIST-1308,10,20,independiente,alta,Profesor,30,0,Cusco,Gobierno Regional,Otro,0
HIST-1309,0,18,sector_publico,media,Otro,160,0,Cusco,Otro,Postulante frecuente,0
HIST-1310,4,18,sector_publico,media,Ingeniero,103,0,Callao,Municipalidades,Solo visualizador,1
HIST-1311,5,20,sector_publico,nula,Otro,2,1,Otro,Municipalidades,Postulante frecuente,1
HIST-1312,0,7,sector_privado,alta,Ingeniero,152,1,Cusco,Gobierno Regional,Finalista/Seleccionado,0
HIST-1313,4,1,sector_publico,alta,Profesor,66,1,Callao,Gobierno Regional,Otro,1
HIST-1314,6,18,sector_privado,nula,Medico,65,1,Otro,Organismos Autónomos,Postulante frecuente,1
HIST-1315,3,7,sector_publico,media,Otro,42,0,Piura,Municipalidades,Solo visualizador,1
HIST-1316,6,17,sector_privado,nula,Profesor,133,0,Otro,Organismos Autónomos,Finalista/Seleccionado,0
HIST-1317,10,15,sector_privado,alta,Profesor,9,0,Arequipa,Gobierno Regional,Solo visualizador,1
HIST-1318,9,7,sector_publico,nula,Contador,13,0,Lima,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-1319,3,3,sector_publico,nula,Medico,32,1,Piura,Gobierno Regional,Otro,1
HIST-1320,1,4,sector_publico,nula,Arquitecto,55,0,Arequipa,Otro,Postulante frecuente,0
HIST-1321,6,17,sector_privado,alta,Otro,47,0,Callao,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1322,5,15,sector_privado,media,Otro,25,0,Cusco,Otro,Finalista/Seleccionado,0
HIST-1323,8,8,sector_publico,media,Economista,40,1,Arequipa,Municipalidades,Postulante frecuente,1
HIST-1324,4,17,sector_publico,nula,Arquitecto,56,1,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1325,9,17,independiente,nula,Abogado,157,0,Lima,Municipalidades,Finalista/Seleccionado,0
HIST-1326,6,18,independiente,alta,Economista,41,0,Callao,Otro,Otro,0
HIST-1327,4,2,sector_privado,nula,Profesor,78,1,Arequipa,Otro,Solo visualizador,0
HIST-1328,3,15,sector_publico,alta,Ingeniero,45,0,Lima,Organismos Autónomos,Otro,1
HIST-1329,3,7,sector_privado,nula,Administrador,102,0,Cusco,Municipalidades,Postulante frecuente,1
HIST-1330,2,8,independiente,media,Ingeniero,19,1,Cusco,Otro,Otro,0
HIST-1331,3,3,sector_publico,nula,Profesor,63,0,Callao,Gobierno Regional,Solo visualizador,1
HIST-1332,8,3,sector_publico,media,Medico,52,1,Lima,Gobierno Regional,Finalista/Seleccionado,1
HIST-1333,5,4,sector_publico,media,Ingeniero,16,1,Piura,Organismos Autónomos,Finalista/Seleccionado,1
HIST-1334,9,8,independiente,media,Abogado,160,1,Otro,Municipalidades,Postulante frecuente,1
HIST-1335,3,11,sector_publico,nula,Contador,3,1,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1336,1,1,independiente,alta,Medico,150,0,Callao,Gobierno Regional,Solo visualizador,0
HIST-1337,1,17,independiente,media,Ingeniero,139,1,Piura,Municipalidades,Otro,0
HIST-1338,6,6,independiente,alta,Profesor,169,1,Cusco,Ministerios/Poder Ejecutivo,Otro,1
HIST-1339,10,1,sector_publico,nula,Contador,96,0,Arequipa,Otro,Otro,0
HIST-1340,10,13,independiente,media,Abogado,70,1,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1341,1,12,sector_privado,media,Otro,16,1,Cusco,Otro,Otro,0
HIST-1342,3,20,sector_privado,nula,Ingeniero,37,1,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1343,0,3,independiente,alta,Administrador,39,1,Lima,Otro,Postulante frecuente,0
HIST-1344,4,15,independiente,alta,Contador,154,0,Callao,Otro,Solo visualizador,0
HIST-1345,9,15,sector_publico,alta,Ingeniero,123,0,Arequipa,Municipalidades,Solo visualizador,1
HIST-1346,6,0,sector_privado,nula,Abogado,84,0,Lima,Municipalidades,Finalista/Seleccionado,0
HIST-1347,1,19,sector_privado,media,Abogado,107,1,Cusco,Organismos Autónomos,Solo visualizador,0
HIST-1348,6,1,sector_publico,nula,Otro,163,1,Cusco,Gobierno Regional,Finalista/Seleccionado,1
HIST-1349,8,4,sector_publico,media,Administrador,100,0,Otro,Municipalidades,Otro,1
HIST-1350,5,5,independiente,media,Economista,6,0,Cusco,Otro,Finalista/Seleccionado,0
HIST-1351,2,3,sector_publico,nula,Administrador,162,0,Callao,Otro,Solo visualizador,0
HIST-1352,6,11,sector_publico,alta,Profesor,36,0,Cusco,Organismos Autónomos,Finalista/Seleccionado,1
HIST-1353,7,14,sector_privado,media,Medico,92,1,Callao,Otro,Finalista/Seleccionado,1
HIST-1354,0,6,sector_privado,alta,Abogado,27,0,Otro,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1355,5,5,sector_publico,media,Arquitecto,115,0,Otro,Otro,Solo visualizador,0
HIST-1356,3,18,sector_privado,media,Medico,15,1,Lima,Gobierno Regional,Solo visualizador,1
HIST-1357,2,4,sector_publico,nula,Ingeniero,14,0,Piura,Municipalidades,Postulante frecuente,0
HIST-1358,0,20,independiente,media,Economista,117,1,Otro,Otro,Otro,0
HIST-1359,2,11,independiente,alta,Ingeniero,31,0,Lima,Gobierno Regional,Finalista/Seleccionado,0
HIST-1360,7,17,sector_privado,nula,Economista,7,0,Lima,Organismos Autónomos,Otro,1
HIST-1361,5,13,sector_privado,alta,Otro,78,1,Piura,Organismos Autónomos,Solo visualizador,1
HIST-1362,10,12,independiente,media,Arquitecto,1,0,Piura,Organismos Autónomos,Solo visualizador,1
HIST-1363,10,20,independiente,nula,Ingeniero,168,0,Callao,Otro,Otro,0
HIST-1364,2,15,independiente,nula,Profesor,44,1,Callao,Municipalidades,Solo visualizador,0
HIST-1365,10,19,sector_publico,media,Contador,132,0,Arequipa,Otro,Otro,1
HIST-1366,0,1,sector_publico,alta,Abogado,44,0,Cusco,Gobierno Regional,Postulante frecuente,0
HIST-1367,5,6,sector_publico,alta,Abogado,132,1,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1368,9,11,independiente,nula,Medico,52,1,Callao,Ministerios/Poder Ejecutivo,Otro,1
HIST-1369,3,14,independiente,media,Medico,130,1,Callao,Gobierno Regional,Finalista/Seleccionado,1
HIST-1370,8,12,sector_privado,alta,Ingeniero,22,1,Otro,Organismos Autónomos,Solo visualizador,1
HIST-1371,10,0,sector_publico,alta,Administrador,118,0,Lima,Otro,Finalista/Seleccionado,0
HIST-1372,0,14,sector_publico,media,Profesor,35,0,Lima,Otro,Postulante frecuente,0
HIST-1373,0,1,independiente,media,Economista,66,0,Lima,Otro,Solo visualizador,0
HIST-1374,2,18,independiente,alta,Profesor,148,1,Piura,Gobierno Regional,Solo visualizador,0
HIST-1375,6,8,sector_privado,nula,Arquitecto,128,1,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1376,6,2,sector_publico,media,Ingeniero,25,0,Callao,Otro,Postulante frecuente,1
HIST-1377,7,0,independiente,media,Medico,174,1,Cusco,Organismos Autónomos,Finalista/Seleccionado,1
HIST-1378,10,3,independiente,nula,Medico,38,0,Cusco,Municipalidades,Otro,0
HIST-1379,2,14,sector_privado,nula,Ingeniero,140,0,Otro,Gobierno Regional,Postulante frecuente,0
HIST-1380,0,9,independiente,alta,Otro,113,0,Callao,Municipalidades,Otro,0
HIST-1381,10,11,independiente,media,Economista,165,1,Piura,Municipalidades,Finalista/Seleccionado,1
HIST-1382,9,1,sector_publico,nula,Otro,142,1,Lima,Organismos Autónomos,Postulante frecuente,1
HIST-1383,8,6,sector_privado,media,Economista,112,1,Arequipa,Otro,Otro,1
HIST-1384,10,7,sector_privado,media,Arquitecto,153,0,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1385,0,5,independiente,media,Economista,25,0,Lima,Ministerios/Poder Ejecutivo,Postulante frecuente,0
HIST-1386,10,14,sector_privado,nula,Abogado,70,0,Arequipa,Municipalidades,Finalista/Seleccionado,0
HIST-1387,7,0,sector_publico,nula,Economista,133,1,Lima,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1388,6,1,independiente,nula,Economista,130,1,Piura,Ministerios/Poder Ejecutivo,Otro,1
HIST-1389,6,2,independiente,alta,Arquitecto,14,0,Otro,Gobierno Regional,Postulante frecuente,1
HIST-1390,9,2,sector_publico,alta,Medico,34,0,Otro,Organismos Autónomos,Solo visualizador,0
HIST-1391,9,4,sector_publico,alta,Administrador,147,0,Arequipa,Ministerios/Poder Ejecutivo,Otro,0
HIST-1392,1,6,sector_privado,alta,Medico,112,0,Arequipa,Municipalidades,Solo visualizador,0
HIST-1393,7,8,sector_publico,alta,Economista,170,0,Otro,Otro,Postulante frecuente,1
HIST-1394,2,5,independiente,nula,Profesor,77,1,Callao,Ministerios/Poder Ejecutivo,Postulante frecuente,0
HIST-1395,6,3,independiente,media,Otro,152,0,Callao,Gobierno Regional,Solo visualizador,0
HIST-1396,3,8,sector_publico,alta,Medico,83,0,Otro,Gobierno Regional,Solo visualizador,1
HIST-1397,8,9,sector_privado,nula,Abogado,171,1,Lima,Municipalidades,Postulante frecuente,1
HIST-1398,5,3,sector_publico,media,Economista,6,1,Lima,Municipalidades,Postulante frecuente,1
HIST-1399,8,8,sector_publico,alta,Arquitecto,6,0,Otro,Organismos Autónomos,Postulante frecuente,1
HIST-1400,9,0,sector_privado,alta,Contador,146,1,Otro,Otro,Postulante frecuente,1
HIST-1401,9,2,independiente,media,Ingeniero,19,0,Lima,Otro,Otro,0
HIST-1402,1,3,independiente,alta,Contador,28,1,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,0
HIST-1403,4,19,independiente,nula,Administrador,90,1,Callao,Municipalidades,Postulante frecuente,1
HIST-1404,5,7,sector_privado,nula,Ingeniero,11,1,Piura,Municipalidades,Solo visualizador,1
HIST-1405,4,0,sector_privado,alta,Arquitecto,92,1,Piura,Otro,Solo visualizador,1
HIST-1406,9,9,sector_publico,alta,Abogado,125,1,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1407,3,3,sector_publico,nula,Abogado,18,1,Lima,Otro,Finalista/Seleccionado,1
HIST-1408,9,15,independiente,nula,Ingeniero,154,1,Cusco,Organismos Autónomos,Otro,1
HIST-1409,4,12,sector_publico,alta,Arquitecto,41,0,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1410,1,1,independiente,nula,Profesor,132,1,Arequipa,Municipalidades,Solo visualizador,0
HIST-1411,5,20,sector_publico,alta,Economista,105,1,Lima,Organismos Autónomos,Otro,1
HIST-1412,5,5,independiente,nula,Economista,67,1,Callao,Gobierno Regional,Otro,0
HIST-1413,9,9,independiente,alta,Economista,29,1,Otro,Organismos Autónomos,Solo visualizador,1
HIST-1414,8,15,sector_privado,nula,Administrador,24,1,Lima,Organismos Autónomos,Solo visualizador,1
HIST-1415,7,7,sector_privado,alta,Economista,91,0,Cusco,Municipalidades,Solo visualizador,1
HIST-1416,2,3,sector_privado,alta,Contador,154,1,Cusco,Gobierno Regional,Postulante frecuente,0
HIST-1417,10,20,sector_publico,media,Administrador,30,0,Callao,Otro,Solo visualizador,1
HIST-1418,8,20,sector_publico,media,Arquitecto,180,1,Piura,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-1419,9,13,sector_publico,alta,Abogado,96,1,Callao,Municipalidades,Postulante frecuente,1
HIST-1420,10,0,sector_privado,alta,Economista,100,0,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1421,9,2,sector_publico,media,Arquitecto,85,1,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1422,8,8,sector_publico,media,Medico,3,1,Lima,Otro,Finalista/Seleccionado,1
HIST-1423,7,11,sector_publico,nula,Administrador,116,0,Otro,Otro,Postulante frecuente,1
HIST-1424,1,13,sector_privado,nula,Ingeniero,164,1,Otro,Gobierno Regional,Postulante frecuente,1
HIST-1425,6,14,sector_publico,alta,Otro,36,1,Piura,Gobierno Regional,Otro,1
HIST-1426,4,10,independiente,media,Ingeniero,11,0,Arequipa,Municipalidades,Otro,1
HIST-1427,8,4,sector_publico,nula,Profesor,70,0,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1428,8,11,sector_publico,alta,Medico,70,1,Cusco,Municipalidades,Postulante frecuente,1
HIST-1429,1,17,independiente,alta,Abogado,61,0,Piura,Municipalidades,Solo visualizador,0
HIST-1430,10,17,sector_publico,alta,Economista,111,0,Callao,Municipalidades,Postulante frecuente,1
HIST-1431,10,1,sector_privado,nula,Profesor,23,0,Arequipa,Otro,Postulante frecuente,1
HIST-1432,9,20,sector_privado,alta,Contador,91,1,Callao,Gobierno Regional,Finalista/Seleccionado,1
HIST-1433,5,16,sector_privado,nula,Abogado,139,1,Cusco,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-1434,8,16,independiente,alta,Economista,96,1,Piura,Gobierno Regional,Solo visualizador,1
HIST-1435,9,19,sector_privado,nula,Economista,96,1,Arequipa,Municipalidades,Finalista/Seleccionado,1
HIST-1436,1,20,independiente,nula,Arquitecto,156,0,Cusco,Gobierno Regional,Finalista/Seleccionado,0
HIST-1437,5,17,independiente,media,Administrador,89,0,Cusco,Gobierno Regional,Otro,1
HIST-1438,5,6,independiente,media,Administrador,45,0,Cusco,Otro,Otro,0
HIST-1439,2,11,sector_privado,alta,Medico,108,0,Arequipa,Organismos Autónomos,Postulante frecuente,0
HIST-1440,7,12,sector_publico,media,Ingeniero,58,1,Lima,Municipalidades,Finalista/Seleccionado,1
HIST-1441,4,6,sector_publico,media,Abogado,28,1,Callao,Otro,Solo visualizador,1
HIST-1442,3,14,sector_privado,alta,Administrador,178,0,Arequipa,Otro,Finalista/Seleccionado,0
HIST-1443,4,0,sector_publico,nula,Administrador,99,0,Cusco,Gobierno Regional,Otro,0
HIST-1444,8,8,sector_privado,nula,Administrador,153,1,Lima,Otro,Otro,1
HIST-1445,6,16,sector_privado,nula,Arquitecto,12,0,Lima,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1446,9,7,sector_publico,media,Otro,128,1,Piura,Municipalidades,Finalista/Seleccionado,1
HIST-1447,7,9,sector_privado,alta,Abogado,75,0,Cusco,Municipalidades,Postulante frecuente,1
HIST-1448,5,15,independiente,nula,Ingeniero,32,1,Cusco,Municipalidades,Postulante frecuente,1
HIST-1449,4,13,sector_publico,nula,Arquitecto,30,0,Otro,Otro,Postulante frecuente,1
HIST-1450,3,19,sector_privado,nula,Arquitecto,75,1,Lima,Otro,Otro,1
HIST-1451,8,11,independiente,nula,Administrador,73,0,Callao,Gobierno Regional,Otro,0
HIST-1452,5,1,sector_publico,nula,Otro,95,1,Arequipa,Municipalidades,Solo visualizador,1
HIST-1453,7,19,sector_publico,media,Abogado,8,1,Piura,Organismos Autónomos,Postulante frecuente,1
HIST-1454,6,3,sector_privado,media,Ingeniero,44,0,Lima,Gobierno Regional,Otro,0
HIST-1455,6,6,sector_publico,nula,Profesor,93,0,Callao,Otro,Postulante frecuente,1
HIST-1456,7,0,sector_privado,alta,Medico,135,1,Callao,Otro,Solo visualizador,0
HIST-1457,0,12,independiente,alta,Profesor,65,0,Otro,Gobierno Regional,Finalista/Seleccionado,0
HIST-1458,7,11,independiente,nula,Economista,157,0,Otro,Otro,Otro,1
HIST-1459,9,4,sector_privado,media,Medico,167,1,Otro,Gobierno Regional,Solo visualizador,1
HIST-1460,0,3,independiente,alta,Medico,87,1,Piura,Municipalidades,Otro,0
HIST-1461,8,12,sector_publico,alta,Profesor,23,1,Lima,Organismos Autónomos,Postulante frecuente,1
HIST-1462,1,13,sector_privado,nula,Otro,74,1,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,0
HIST-1463,0,12,sector_privado,nula,Medico,104,1,Cusco,Organismos Autónomos,Finalista/Seleccionado,0
